PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KIOKEE BAPT CHURCH,28.19,27.27,12.50,27.67
LEWIS METHODIST,17.42,17.98,0.00,17.70
WOODLAWN BAPT,25.34,23.85,0.00,24.58
PATRIOTS PARK,20.21,17.61,0.00,18.81
NEW LIFE CHURCH,14.62,11.28,0.00,12.81
HARLEM BRANCH,20.19,18.80,25.00,19.44
BESSIE THOMAS CENTER,21.02,18.37,0.00,19.62
PHILADELPHIA CHURCH,13.41,12.65,0.00,12.98
LIBERTY PARK -,11.47,11.30,0.00,11.36
GROVETOWN METHODIST,12.56,12.26,0.00,12.38
G A APOSTOLIC CHURCH,27.09,21.51,0.00,23.98
GROVETOWN MIDDLE,11.25,10.73,14.29,10.98
WARREN BAPTIST,13.82,13.12,0.00,13.42
EUBANK/BLANCHARD CTR,24.96,24.81,0.00,24.89
SECOND MT. CARMEL,21.45,23.27,0.00,22.42
DAMASCUS BAPT,29.21,25.00,0.00,26.99
COL CTY BOARD OF EDU,23.13,20.47,0.00,21.71
GREENBRIER HIGH,19.23,17.65,0.00,18.38
REDEEMER CHURCH,20.16,18.60,0.00,19.34
RIVERSIDE ELEMENTARY,29.02,22.71,0.00,25.72
GRACE BAPTIST CHURCH,21.05,20.35,12.50,20.68
CHRIST SANCTIFIED,21.93,19.45,0.00,20.62
BLANCHARD PARK,19.25,19.35,0.00,19.28
MTZ COL FIRE DEPT #4,16.45,12.97,0.00,14.48
BELAIR BAPTIST CHURCH,23.50,19.47,0.00,21.32
MARVIN METHODIST,16.86,18.83,0.00,17.89
WESTSIDE BAPT CHURCH,29.14,26.57,0.00,27.76
TRINITY BAPT CHURCH,19.62,18.34,0.00,18.88
ABILENE BAPTIST,17.77,19.03,0.00,18.44
AUGUSTA CHRISTIAN,21.55,19.20,0.00,20.22
STEVENS CREEK ELEM,32.30,27.88,0.00,29.97
GOSPEL WATER BRANCH,27.83,26.41,33.33,27.11
GENESIS CHURCH,26.14,23.18,0.00,24.59
STEVENS CREEK,33.84,30.17,0.00,31.92
MTZ COL FIRE HDQTR.,16.41,12.48,0.00,14.23
LAKESIDE MIDDLE,14.73,14.66,0.00,14.68
MARTINEZ BAPTIST,18.58,17.33,0.00,17.88
GOLD CROSS EMS,25.92,25.40,0.00,25.59
CHURCH OF OUR SAVIOR,19.43,17.29,0.00,18.21
WEST ACRES BAPTIST,25.69,22.04,0.00,23.73
JOURNEY COMM.,37.54,32.27,0.00,34.89
WESLEY METHODIST,25.87,24.63,0.00,25.19
COL CTY MAIN LIBRARY,24.19,21.20,0.00,22.59
"CHRIST CHURCH,",23.51,22.27,0.00,22.82
BLUERIDGE ELEMENTARY,18.38,17.01,0.00,17.65
CHRIST THE KING CH,30.32,26.96,0.00,28.56
99999,0.00,0.00,0.00,0.00
TOTAL,21.26,19.27,4.27,20.18
