PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CHALYBEATE,22.11,20.44,0.00,21.18
GILL I,21.00,16.29,0.00,18.24
GILL II,16.20,17.81,0.00,17.15
7TH-ODESSADALE,22.79,29.73,0.00,26.41
8TH-GREENVILLE,17.75,16.35,100.0,17.00
LONE OAK,14.86,17.48,0.00,16.22
LUTHERSVILLE,12.47,15.59,0.00,14.07
UPPER 9TH -ALVATON,18.30,18.14,0.00,18.22
MIDDLE 9TH-GAY,16.67,14.43,0.00,15.53
LOWER 9TH-WOODBURY,13.16,15.24,0.00,14.30
2ND-WARM SPRINGS,18.67,16.45,0.00,17.47
THIRD-DURAND,19.73,16.32,0.00,17.82
RALEIGH,22.07,17.27,0.00,19.53
COVE,26.47,28.00,0.00,27.23
TOTAL,17.06,16.98,16.67,17.02
