AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,9.27,7.94,6.29,0.00,6.99,10.90,6.56,9.48
25-29,5.75,5.74,4.49,0.00,8.11,6.24,4.41,5.74
30-34,8.08,8.18,6.09,10.00,6.25,11.48,10.17,10.64
35-39,13.36,15.19,8.27,10.71,12.90,17.13,13.64,15.58
40-44,19.05,18.36,15.89,11.76,16.89,22.21,17.26,20.30
45-49,17.55,20.79,17.52,22.58,16.51,25.99,18.51,23.29
50-54,13.45,17.28,14.17,15.79,15.69,27.62,19.82,24.78
55-59,10.32,21.45,15.44,19.05,25.00,29.66,20.95,26.86
60-64,11.63,23.23,12.88,25.00,14.86,32.42,23.15,29.45
65-OVER,12.52,37.54,17.74,31.25,24.65,42.22,34.99,39.29
TOTAL,14.10,17.32,11.19,13.15,14.01,25.23,18.99,22.54
