PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
TARBORO,16.40,15.27,0.00,15.78
WAVERLY,17.43,18.80,0.00,18.13
WOODBINE,18.85,22.14,0.00,20.57
BROWNTOWN,10.61,10.25,0.00,10.43
HARRIETTS BLUFF,15.85,16.80,0.00,16.33
WEST KINGSLAND,10.93,9.59,0.00,10.21
NORTH KINGSLAND,12.44,13.67,0.00,13.11
KINGSLAND,9.98,9.60,0.00,9.77
EAST KINGSLAND,13.11,12.50,0.00,12.77
NORTH ST MARYS,7.14,7.21,0.00,7.18
MARY LEE CLARK,11.44,11.26,0.00,11.33
SOUTH ST MARYS,23.86,23.29,0.00,23.56
MUSH BLUFF,14.26,12.75,0.00,13.43
WEST SAINT MARYS,26.32,25.64,0.00,25.95
99999,0.00,0.00,0.00,0.00
TOTAL,14.85,14.48,0.00,14.65
