PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BARWICK,11.99,10.32,0.00,11.13
BOSTON,12.50,15.05,0.00,13.85
CENTRAL,14.38,12.15,0.00,13.10
COOLIDGE,12.56,11.21,0.00,11.86
DOUGLASS,10.24,10.70,0.00,10.51
ELLABELLE,11.35,10.50,0.00,10.90
FIRE STATION #2,16.82,15.71,33.33,16.26
GATLIN CREEK,15.64,13.18,0.00,14.27
HARPER,11.56,13.09,0.00,12.43
JERGER,19.62,19.36,0.00,19.46
MEIGS,13.35,12.85,0.00,13.03
MERRILVILLE,11.48,10.93,0.00,11.18
METCALFE,13.38,14.29,0.00,13.83
NEW COVENANT,11.77,10.61,0.00,11.14
OCHLOCKNEE,10.47,11.18,0.00,10.84
PATTEN,15.31,9.95,0.00,12.59
PAVO,15.53,12.91,0.00,14.09
REMINGTON ESC,10.78,12.06,0.00,11.50
RESOURCE CENTER,13.33,20.10,0.00,17.18
SCOTT,15.43,13.55,0.00,14.31
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,13.45,13.17,3.23,13.28
