AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,3.65,10.33,5.18,2.94,4.62,7.83,5.52,7.76
25-29,0.00,7.34,1.08,11.11,2.63,4.48,4.57,4.95
30-34,3.74,11.01,4.79,0.00,10.53,6.73,6.52,7.65
35-39,3.09,15.57,3.89,0.00,10.42,9.29,9.84,10.49
40-44,3.01,20.80,7.56,0.00,7.50,11.38,11.56,13.35
45-49,5.31,23.68,7.04,28.57,6.10,15.54,14.42,16.85
50-54,4.04,28.05,8.90,0.00,11.43,19.36,16.14,20.23
55-59,10.95,31.75,7.48,66.67,17.24,23.22,20.77,24.16
60-64,8.26,43.73,16.30,0.00,19.70,28.93,22.56,30.80
65-OVER,9.91,48.54,14.45,25.00,28.36,38.67,26.33,38.44
TOTAL,5.18,25.94,6.94,9.09,11.50,21.74,14.30,20.91
