AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,7.18,5.72,4.58,2.82,5.33,7.76,3.91,6.36
25-29,3.65,4.86,4.10,0.00,4.54,5.57,2.57,4.90
30-34,4.29,8.47,5.31,3.19,6.34,8.43,4.47,7.83
35-39,6.77,12.48,6.52,6.32,8.86,10.69,6.72,10.67
40-44,7.45,16.73,8.25,7.22,10.08,13.04,7.62,13.41
45-49,8.52,19.62,8.54,13.68,11.96,15.10,7.97,15.54
50-54,8.29,21.97,9.36,10.96,12.50,17.63,6.89,17.72
55-59,7.58,25.23,9.35,14.81,16.03,20.89,10.02,20.74
60-64,6.86,27.32,12.64,15.79,20.81,27.08,10.52,25.55
65-OVER,7.65,32.28,12.59,23.19,22.73,35.81,14.43,33.34
TOTAL,6.91,15.88,6.90,8.31,10.55,19.14,6.81,16.44
