AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.63,3.79,0.00,0.00,0.00,4.29,1.65,3.65
25-29,0.00,5.51,0.00,0.00,0.00,3.20,1.97,3.41
30-34,4.35,9.14,2.94,0.00,7.14,6.17,2.63,6.35
35-39,0.00,14.96,2.94,0.00,0.00,7.61,3.66,8.54
40-44,0.00,18.53,6.25,0.00,0.00,9.17,5.56,10.57
45-49,2.50,20.00,0.00,0.00,0.00,12.49,6.88,13.17
50-54,3.57,25.56,0.00,0.00,27.27,18.10,5.93,18.43
55-59,0.00,30.54,0.00,0.00,28.57,23.48,11.71,23.53
60-64,5.26,35.09,12.50,0.00,12.50,27.46,16.05,27.70
65-OVER,0.00,39.60,15.38,50.00,28.57,35.14,16.67,34.77
TOTAL,1.97,20.06,2.99,7.69,9.35,16.72,5.94,16.16
