AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,8.70,0.00,0.00,0.00,6.36,0.00,6.33
25-29,0.00,10.26,0.00,0.00,0.00,9.34,5.26,9.20
30-34,0.00,15.89,0.00,0.00,0.00,9.05,0.00,11.08
35-39,0.00,24.00,33.33,0.00,100.0,12.86,0.00,15.92
40-44,0.00,25.93,0.00,0.00,0.00,14.58,21.43,18.61
45-49,0.00,27.10,0.00,0.00,0.00,17.65,27.27,20.73
50-54,0.00,32.50,0.00,0.00,0.00,16.89,33.33,22.38
55-59,0.00,38.46,0.00,0.00,0.00,19.57,11.11,25.14
60-64,0.00,36.45,0.00,0.00,0.00,22.27,12.50,25.94
65-OVER,0.00,44.49,0.00,0.00,0.00,26.91,30.77,31.49
TOTAL,0.00,28.19,5.56,0.00,20.00,17.94,10.14,20.70
