AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.06,7.40,2.88,6.98,4.21,6.32,4.35,6.28
25-29,3.99,5.57,2.06,0.00,3.48,4.28,4.05,4.70
30-34,2.50,8.29,4.62,0.00,5.88,6.47,5.76,7.02
35-39,4.95,13.66,5.69,0.00,5.50,9.68,8.46,11.05
40-44,2.71,18.49,7.04,27.27,8.26,12.17,11.46,14.72
45-49,4.92,22.91,5.73,0.00,12.96,15.68,14.80,18.46
50-54,4.11,25.86,7.42,40.00,12.06,20.92,15.42,21.86
55-59,5.21,29.45,12.09,0.00,16.55,24.57,21.58,25.53
60-64,10.29,35.02,13.53,0.00,18.01,29.22,21.38,29.83
65-OVER,10.97,40.41,15.76,14.29,23.42,36.14,26.26,35.64
TOTAL,5.43,19.71,6.27,7.56,9.84,19.64,12.45,18.12
