PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,21.91,24.38,0.00,23.21
1B,20.75,23.16,0.00,22.03
1C,30.57,30.40,37.50,30.50
1D,35.28,37.76,75.00,36.66
2A,16.86,20.41,0.00,18.71
2B,12.60,17.79,0.00,15.37
3A,15.44,18.60,22.22,17.24
3B,15.12,16.23,7.69,15.67
4A,11.51,12.16,0.00,11.83
4B,19.75,20.27,16.67,20.00
5A,29.36,34.88,16.67,32.28
5B,24.88,28.34,20.00,26.77
5C,38.51,40.85,14.29,39.65
5D,20.29,21.65,14.29,21.06
6A,22.56,22.33,0.00,22.42
6B,24.82,26.90,20.00,25.96
6C,25.69,24.99,11.11,25.27
6D,30.11,31.77,0.00,30.94
7A,26.33,26.98,16.67,26.66
7B,27.78,28.66,0.00,28.19
7C,32.21,34.55,20.00,33.35
88888,0.00,0.00,0.00,0.00
8A,21.98,22.89,25.00,22.49
8B,23.53,26.12,0.00,24.94
8C,16.10,18.95,0.00,17.65
99999,0.00,0.00,0.00,0.00
TOTAL,22.59,24.52,12.94,23.61
