PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ALTO PARK,23.34,20.52,0.00,21.83
ARMUCHEE,21.33,17.80,0.00,19.50
BARKERS,15.68,14.89,0.00,15.27
CAVE SPRING,16.90,14.58,0.00,15.68
CHULIO,19.81,20.37,0.00,20.09
ETOWAH,21.21,20.09,0.00,20.61
EVERETT SPRINGS,22.55,22.50,0.00,22.47
FLOYD SPRINGS,24.80,20.12,0.00,22.37
FOSTER'S MILL,14.78,14.42,0.00,14.58
GARDEN LAKES,17.24,14.66,0.00,15.81
GLENWOOD,15.82,13.77,0.00,14.70
HOWELL,17.93,14.10,0.00,15.93
EAST LINDALE,20.25,16.88,0.00,18.43
MT ALTO NORTH,14.86,13.42,0.00,14.03
MT ALTO SOUTH,19.37,18.37,0.00,18.81
NORTH CAROLINA,12.30,9.81,0.00,10.97
RIVERSIDE,19.87,19.24,0.00,19.48
EAST ROME,21.44,20.08,0.00,20.64
NORTH ROME,24.10,22.44,0.00,23.13
SOUTH ROME,13.64,15.25,0.00,14.54
TEXAS VALLEY,21.70,21.82,0.00,21.73
VANNS VALLEY,15.56,15.07,0.00,15.28
WATTERS,16.94,14.66,0.00,15.78
WEST LINDALE,15.30,12.42,0.00,13.74
TOWN ROME,19.99,18.50,0.00,19.17
88888,0.00,0.00,0.00,0.00
TOTAL,18.77,16.98,0.00,17.80
