AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.75,4.22,1.92,0.00,4.10,3.60,1.99,3.30
25-29,2.67,3.04,1.24,0.00,1.02,3.63,0.88,2.66
30-34,1.61,5.43,0.41,0.00,2.15,6.16,1.97,4.67
35-39,0.00,8.91,3.81,0.00,3.70,7.66,4.51,7.28
40-44,8.47,13.40,5.52,0.00,5.71,13.12,5.54,11.50
45-49,0.00,17.35,1.99,0.00,13.89,17.68,7.34,15.04
50-54,5.56,29.05,5.60,0.00,6.25,21.59,8.55,22.98
55-59,9.09,33.51,14.18,0.00,11.11,27.47,10.41,28.15
60-64,10.81,40.40,11.82,33.33,8.70,29.06,11.72,32.36
65-OVER,16.67,46.00,9.02,0.00,20.51,34.65,12.34,36.57
TOTAL,6.02,19.35,4.30,1.92,5.63,17.81,4.40,15.54
