AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,50.00,2.74,2.17,0.00,8.00,5.06,1.55,4.10
25-29,0.00,1.38,2.70,0.00,0.00,2.47,0.68,2.18
30-34,0.00,4.74,10.17,0.00,9.09,5.55,2.21,5.35
35-39,0.00,6.90,7.14,0.00,12.50,8.14,3.60,7.65
40-44,12.50,9.94,3.23,0.00,22.22,10.14,5.38,9.79
45-49,0.00,14.01,3.70,0.00,11.11,10.41,4.81,10.37
50-54,0.00,10.95,3.85,0.00,12.50,15.15,1.90,13.75
55-59,0.00,15.61,4.00,0.00,25.00,19.14,7.41,18.02
60-64,0.00,28.57,5.88,0.00,0.00,26.21,12.66,25.61
65-OVER,0.00,32.19,5.00,0.00,11.11,31.44,14.72,30.79
TOTAL,5.17,14.91,4.36,0.00,10.09,16.84,4.70,15.51
