AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.450,2.700,0.00,5.000,5.830,1.480,5.100
25-29,0.00,3.170,5.000,0.00,0.00,6.400,1.100,4.530
30-34,6.250,8.070,7.690,0.00,0.00,10.44,4.940,8.990
35-39,0.00,10.93,0.00,0.00,0.00,12.02,1.450,10.89
40-44,9.090,14.15,7.690,0.00,0.00,12.50,3.280,12.85
45-49,5.000,16.75,28.57,0.00,0.00,14.63,11.11,15.33
50-54,15.79,22.63,14.29,0.00,0.00,21.33,2.630,21.05
55-59,14.29,29.18,0.00,0.00,0.00,25.00,12.64,26.05
60-64,20.00,37.62,33.33,0.00,0.00,32.82,11.94,33.86
65-OVER,9.760,37.91,12.50,50.00,30.77,39.78,19.21,38.30
TOTAL,7.810,19.57,8.720,3.700,4.810,23.03,6.780,20.61
