AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.20,3.57,0.00,0.00,4.61,1.92,3.59
25-29,0.00,3.03,0.00,0.00,0.00,5.87,2.70,4.66
30-34,0.00,3.02,0.00,0.00,0.00,7.50,5.00,5.97
35-39,0.00,4.67,14.29,0.00,0.00,7.51,0.00,6.44
40-44,0.00,8.16,7.14,100.0,50.00,13.64,0.00,11.94
45-49,0.00,10.13,0.00,0.00,0.00,14.01,0.00,12.14
50-54,0.00,14.50,0.00,0.00,20.00,18.82,0.00,16.63
55-59,0.00,22.22,16.67,0.00,0.00,20.88,11.11,20.75
60-64,50.00,21.08,0.00,0.00,0.00,23.45,9.09,22.21
65-OVER,0.00,28.92,25.00,0.00,0.00,33.11,13.46,31.61
TOTAL,2.27,12.73,4.80,16.67,3.92,17.77,4.78,15.67
