PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LOCUST GROVE,13.38,15.39,0.00,14.46
TUSSAHAW,17.05,16.48,0.00,16.75
SANDY RIDGE,14.01,14.18,50.00,14.11
WESTSIDE,5.82,9.47,0.00,7.96
LOWES,12.88,13.29,12.50,13.10
SOUTH HAMPTON,14.90,17.55,0.00,16.33
NORTH HAMPTON,14.63,17.14,0.00,16.02
MOUNT CARMEL,16.84,20.26,0.00,18.67
RED OAK,17.16,21.04,14.29,19.35
WESLEY LAKES,13.05,15.31,0.00,14.31
MCDONOUGH,16.56,17.82,0.00,17.27
MCMULLEN,22.03,22.78,0.00,22.41
EAST LAKE,24.03,24.29,0.00,24.15
HICKORY FLAT,20.16,22.32,25.00,21.36
STOCKBRIDGE EAST-,14.13,18.49,0.00,16.69
STAGECOACH,12.94,16.65,0.00,14.95
COTTON INDIAN,18.23,19.66,0.00,18.99
PLEASANT GROVE,23.43,23.85,0.00,23.62
AUSTIN ROAD,23.38,27.49,0.00,25.54
SWAN LAKE,17.87,19.75,0.00,18.85
SHAKERAG,17.78,24.42,0.00,21.42
ELLENWOOD,23.27,29.77,100.0,26.74
UNITY GROVE,16.65,16.25,14.29,16.44
SHILOH,10.39,14.97,33.33,13.09
PATES CREEK,17.88,20.42,50.00,19.28
OAKLAND,19.25,21.19,0.00,20.29
LAKE DOW,22.04,21.91,33.33,21.98
FLIPPEN,21.69,25.07,0.00,23.52
STOCKBRIDGE CENTRAL,11.43,13.24,0.00,12.45
KELLEYTOWN,26.86,27.12,50.00,27.01
LIGHTHOUSE,21.23,23.56,0.00,22.48
DUTCHTOWN,19.67,20.13,25.00,19.92
MT. BETHEL,16.15,17.22,25.00,16.72
GROVE PARK,13.30,13.47,33.33,13.41
LAKE HAVEN,19.30,20.48,0.00,19.92
MCDONOUGH CENTRAL,19.29,22.17,0.00,20.91
TIMBERRIDGE,25.60,27.75,0.00,26.72
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,17.04,19.03,10.22,18.12
