AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.980,0.00,0.00,0.00,2.010,1.890,4.940
25-29,0.00,4.840,0.00,0.00,0.00,5.160,4.000,4.790
30-34,0.00,7.710,0.00,0.00,0.00,10.74,0.00,7.920
35-39,0.00,8.100,0.00,0.00,0.00,12.10,8.700,9.110
40-44,0.00,13.19,0.00,0.00,0.00,15.45,6.250,13.36
45-49,0.00,19.05,0.00,0.00,0.00,12.73,6.250,15.95
50-54,22.22,24.51,25.00,0.00,0.00,16.83,5.560,21.25
55-59,0.00,30.94,0.00,0.00,0.00,18.57,12.50,25.99
60-64,7.140,34.68,0.00,0.00,0.00,23.47,18.18,29.06
65-OVER,0.00,33.06,0.00,0.00,0.00,33.77,19.23,32.99
TOTAL,5.260,20.14,1.890,0.00,0.00,20.71,6.990,19.55
