AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,11.11,9.03,2.86,0.00,0.00,4.85,4.93,5.99
25-29,12.50,17.20,7.14,0.00,0.00,7.53,6.25,10.60
30-34,0.00,23.88,10.00,0.00,20.00,10.44,3.75,14.11
35-39,28.57,22.31,0.00,0.00,16.67,10.75,9.26,14.09
40-44,0.00,29.52,0.00,0.00,0.00,12.25,10.42,16.39
45-49,16.67,31.23,10.00,0.00,0.00,16.08,13.79,19.56
50-54,0.00,31.04,25.00,0.00,0.00,18.94,8.51,21.92
55-59,20.00,32.89,7.69,100.0,40.00,23.63,10.53,25.17
60-64,0.00,41.63,40.00,0.00,0.00,29.49,19.30,31.00
65-OVER,12.50,44.07,15.38,100.0,20.00,41.71,24.00,41.25
TOTAL,11.11,29.26,9.09,42.86,11.11,26.20,11.64,25.76
