PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BOLD SPRINGS,18.34,17.78,0.00,18.05
WHATLEY,20.30,20.11,0.00,20.20
WALKER PARK,17.91,17.05,20.00,17.47
GRATIS,26.04,28.42,0.00,27.18
BETWEEN,18.30,15.18,0.00,16.64
WALNUT GROVE,16.48,15.53,25.00,16.00
LOGANVILLE NORTH,14.26,13.92,33.33,14.09
SOCIAL CIRCLE,16.59,16.27,100.0,16.43
SOUTH MONROE,17.08,17.17,0.00,17.13
NORTH MONROE,11.07,11.84,0.00,11.51
LOGANVILLE SOUTH,13.66,12.53,0.00,13.03
WEST WALTON,20.69,16.73,33.33,18.69
BROKEN ARROW,15.52,13.35,0.00,14.36
BAY CREEK,17.51,14.50,50.00,16.00
E MONROE,11.76,10.74,25.00,11.19
W MONROE,20.34,20.62,0.00,20.48
TARA,13.20,13.05,25.00,13.13
MOUNTAIN,19.61,16.64,0.00,18.03
JERSEY,20.60,17.83,0.00,19.17
BLASINGAME,27.16,22.52,0.00,24.78
GOOD HOPE,22.47,19.70,0.00,21.03
99999,0.00,0.00,0.00,0.00
TOTAL,16.93,15.48,17.78,16.16
