PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
KANSAS,25.32,22.44,0.00,23.78
BOWDON,17.19,16.11,0.00,16.60
SANDHILL,17.94,17.11,0.00,17.47
CENTER POINT,27.04,27.00,0.00,27.02
MT ZION,17.41,15.58,0.00,16.45
BURWELL,22.35,18.92,0.00,20.56
CLEM,25.60,23.02,50.00,24.27
BOWDON JUNCTION,14.91,12.91,0.00,13.86
TYUS,26.86,23.83,0.00,25.29
FAIRFIELD,22.45,20.67,0.00,21.54
HULETT,20.23,19.83,0.00,20.02
BETHANY,14.06,12.63,0.00,13.30
V R COUNTY SOUTH,15.77,15.59,0.00,15.66
V R COUNTY NORTH,11.71,11.46,0.00,11.58
VILLA RICA CITY,12.24,11.12,0.00,11.61
TEMPLE COUNTY,10.60,10.35,0.00,10.46
TEMPLE CITY,11.75,11.01,0.00,11.34
WHITESBURG,21.62,21.33,0.00,21.47
ROOPVILLE,29.46,28.97,0.00,29.18
WEST CARROLLTON,8.19,9.22,12.50,8.78
LAKESHORE REC CENTER,22.02,16.98,0.00,19.05
BONNER,19.07,15.47,33.33,17.09
UNIVERSITY OF W. GA,17.58,13.40,0.00,15.14
COUNTY ADMIN BLDG,17.16,18.60,0.00,17.94
TABERNACLE CHURCH,25.12,22.60,0.00,23.67
BURSON CENTER,21.48,20.84,0.00,21.13
OLD CAMP CHURCH,29.08,31.65,0.00,30.43
OAK GROVE,29.99,30.82,0.00,30.39
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,18.15,16.85,4.05,17.45
