PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SYLVESTER,16.56,16.95,33.33,16.79
SCOOTERVILLE,23.95,19.12,0.00,21.50
MINTON,33.33,28.81,0.00,31.08
BRIDGEBORO,20.28,18.24,0.00,19.22
COUNTY LINE,15.97,13.15,0.00,14.49
ISABELLA,29.44,31.86,0.00,30.68
PINEY WOODS,20.49,17.90,0.00,19.01
SYLVESTER EAST,27.42,24.18,0.00,25.52
POULAN,26.20,25.53,0.00,25.82
SUMNER,21.71,21.95,0.00,21.83
SHINGLER,34.68,31.23,0.00,32.88
RED ROCK,19.63,17.04,0.00,18.29
DOLES,20.62,22.60,0.00,21.64
OAKFIELD,16.10,18.27,0.00,17.12
88888,0.00,0.00,0.00,0.00
WARWICK,21.26,18.90,0.00,20.03
TOTAL,22.50,21.20,11.11,21.80
