AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.72,3.78,1.25,0.00,2.74,6.75,2.96,4.37
25-29,3.52,3.70,2.64,0.00,2.93,5.97,3.08,4.34
30-34,6.21,7.08,3.94,6.25,6.36,9.68,4.86,7.75
35-39,3.53,10.78,5.48,7.14,6.63,10.32,6.88,9.95
40-44,5.81,14.23,3.83,8.33,8.39,12.98,7.37,12.73
45-49,9.64,18.96,5.77,0.00,6.25,17.03,8.67,16.87
50-54,7.06,23.36,7.73,0.00,9.20,23.45,9.52,21.85
55-59,5.19,28.92,8.81,0.00,14.12,27.27,12.77,26.51
60-64,6.47,35.81,17.19,0.00,13.48,33.84,15.83,33.14
65-OVER,12.36,40.10,18.62,7.14,11.54,38.28,20.72,37.64
TOTAL,6.35,18.47,6.38,2.60,6.32,21.79,7.67,18.42
