AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,4.260,0.00,4.550,5.180,1.290,4.510
25-29,0.00,0.00,0.00,0.00,0.00,5.370,1.100,4.670
30-34,0.00,0.00,0.00,0.00,22.22,5.830,2.360,5.390
35-39,0.00,10.00,5.880,33.33,0.00,7.530,4.760,7.340
40-44,0.00,0.00,10.53,22.22,12.50,11.95,3.770,11.24
45-49,0.00,0.00,15.79,0.00,0.00,12.70,4.170,11.96
50-54,0.00,25.00,4.350,50.00,33.33,18.19,9.020,17.35
55-59,25.00,11.54,36.84,14.29,14.29,19.77,10.32,19.17
60-64,0.00,27.27,7.140,0.00,12.50,24.66,15.38,23.72
65-OVER,16.67,38.89,23.08,33.33,11.11,33.75,18.21,32.60
TOTAL,3.660,9.770,7.720,15.94,9.000,17.74,7.690,16.61
