PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
PEMBROKE,0.00,6.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,132.0,121.0,0.00,49.00,37.00,353.0
DANIELSIDING,0.00,8.00,14.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,118.0,132.0,0.00,24.00,19.00,322.0
ELLABELL,0.00,3.00,6.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,115.0,96.00,0.00,19.00,15.00,258.0
BLACK CREEK,0.00,2.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,1.00,108.0,103.0,0.00,31.00,15.00,273.0
WAYS STATION,0.00,5.00,10.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,1.00,1.00,0.00,65.00,58.00,1.00,24.00,13.00,184.0
RH RECREATION COMPX,0.00,5.00,5.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,93.00,81.00,0.00,39.00,24.00,255.0
J.F.GREGORY PARK,1.00,15.00,11.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,5.00,4.00,0.00,0.00,1.00,0.00,235.0,223.0,0.00,20.00,17.00,535.0
KELLER,0.00,24.00,26.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,5.00,4.00,0.00,0.00,1.00,0.00,198.0,220.0,0.00,39.00,33.00,552.0
HWY 144 EAST,0.00,16.00,17.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,3.00,5.00,0.00,1.00,0.00,0.00,165.0,174.0,0.00,47.00,22.00,454.0
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
PUBLIC SAFETY COMPX,0.00,6.00,7.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,1.00,1.00,0.00,63.00,65.00,0.00,26.00,17.00,192.0
TOTAL,1.00,90.00,110.0,0.00,14.00,4.00,0.00,3.00,1.00,0.00,22.00,24.00,0.00,4.00,8.00,1.00,1292.0,1273.0,1.00,318.0,212.0,3378.0
