AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.95,0.00,0.00,0.00,5.15,1.66,3.56
25-29,0.00,2.58,0.00,0.00,0.00,4.37,3.03,3.57
30-34,0.00,6.64,0.00,0.00,14.29,7.94,6.67,7.48
35-39,50.00,9.09,14.29,0.00,14.29,7.80,4.82,8.07
40-44,0.00,13.24,0.00,0.00,0.00,15.27,8.70,14.11
45-49,0.00,13.87,33.33,0.00,0.00,17.95,3.33,16.02
50-54,0.00,11.20,0.00,0.00,25.00,19.94,11.76,17.16
55-59,20.00,19.00,25.00,0.00,0.00,20.39,9.80,19.38
60-64,0.00,27.20,0.00,0.00,28.57,27.53,14.58,26.71
65-OVER,0.00,32.48,33.33,0.00,0.00,38.29,13.89,36.10
TOTAL,6.25,15.29,6.15,0.00,7.94,20.95,6.74,18.30
