PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ANNEX,30.93,33.43,0.00,32.18
COLHAM FERRY,32.28,29.57,0.00,30.85
ANTIOCH,31.50,29.84,0.00,30.67
FARMINGTON,26.84,28.06,0.00,27.45
BISHOP,25.14,24.89,0.00,24.99
HIGH SHOALS,28.39,29.23,25.00,28.82
NORTH OCONEE,24.29,21.45,0.00,22.81
DARK CORNER,22.77,22.18,0.00,22.44
BOGART,22.96,19.98,0.00,21.36
MALCOM BRIDGE,27.63,25.87,0.00,26.66
ATHENS ACADEMY,33.49,31.48,16.67,32.40
CIVIC CENTER,29.43,28.02,0.00,28.64
CITY HALL,28.04,27.40,25.00,27.68
TOTAL,27.98,26.90,7.14,27.39
