PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
STERLING ELEMENTARY,14.99,13.77,16.67,14.35
MARSHES OF GLYNN,14.35,12.36,0.00,13.28
SATILLA MARSH SCHOOL,16.53,15.17,0.00,15.81
BLYTHE ISLAND BAPTIST,19.64,17.08,0.00,18.29
CHRISTIAN RENEWAL,30.51,30.59,0.00,30.51
OGLETHORPE POINT,32.37,30.30,0.00,31.24
ST WILLIAMS CHURCH,30.66,29.57,0.00,30.03
FIRST BAPTIST,30.25,29.85,25.00,30.02
JEKYLL ISLAND,31.69,31.04,0.00,31.34
STERLING CH. OF GOD,11.25,9.47,0.00,10.27
SE BAPTIST BLDG,13.85,11.86,0.00,12.74
CAREER ACADEMY,17.14,15.35,0.00,16.16
C B GREER SCHOOL,16.23,14.44,16.67,15.29
BALLARD COMMUNITY,11.52,11.24,16.67,11.37
NORTHSIDE CHURCH,12.52,13.77,0.00,13.19
THE CHAPEL,9.28,10.51,0.00,9.96
COLLEGE PLACE,16.36,15.64,0.00,15.92
HOWARD COFFIN PARK,11.93,14.30,0.00,13.21
BURROUGHS MOLETTE,6.76,9.20,0.00,8.26
SELDEN PARK,6.27,7.36,0.00,6.89
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,18.05,17.25,6.41,17.59
