PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
FBC - FLC,3.57,18.59,6.67,12.50,4.00,23.01,11.49,20.65
CALHOUN PARK,0.00,14.16,6.06,0.00,17.39,18.84,3.29,14.55
FIRE DEPT STA #5,2.86,25.84,4.76,0.00,8.33,24.16,9.35,23.44
BUCKEYE,0.00,24.38,0.00,0.00,0.00,36.44,9.30,29.51
BURCH,0.00,13.85,0.00,0.00,0.00,30.26,0.00,26.23
CADWELL,0.00,33.90,0.00,0.00,0.00,23.45,0.00,23.02
BREWTON,50.00,22.30,14.29,0.00,0.00,36.47,11.29,32.53
DUDLEY,0.00,28.05,0.00,0.00,0.00,28.64,8.89,27.52
HAMPTON MILL,0.00,11.11,33.33,0.00,0.00,27.79,17.86,25.65
HARVARD,0.00,24.03,100.0,0.00,0.00,29.65,21.05,26.80
MINTER,0.00,4.55,0.00,0.00,0.00,35.56,12.90,33.59
RURAL FIRE STA #17,0.00,15.48,4.00,0.00,0.00,15.00,10.64,14.68
W T ADAMS FIRE STA #18,0.00,27.38,22.22,0.00,0.00,27.63,16.22,26.95
REEDY SPRINGS,0.00,26.03,0.00,0.00,0.00,17.33,23.33,18.21
SMITH,0.00,18.05,8.33,0.00,0.00,33.94,5.73,25.13
LCFS #10,0.00,21.29,9.09,0.00,12.50,22.51,5.95,20.97
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,3.45,18.26,7.77,3.57,6.67,25.82,9.04,22.17
