PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SHELTON ELEM SCHOOL,15.02,14.97,0.00,14.98
BURNT HICKORY PARK,19.75,18.95,0.00,19.31
MOSES MIDDLE SCHOOL,16.05,14.83,0.00,15.40
WEST RIDGE CHURCH,13.64,13.52,0.00,13.57
WATSON GOVT COMPLEX,15.17,13.81,9.09,14.42
SARA RAGSDALE ELEM,14.89,14.90,0.00,14.89
PAULDING CO HIGH,14.63,13.54,0.00,14.04
HIRAM HIGH SCHOOL,11.32,12.75,0.00,12.12
TAYLOR FARM PARK,14.11,15.28,10.53,14.72
AUSTIN MIDDLE SCHOOL,11.73,13.31,0.00,12.57
NEBO ELEM SCHOOL,14.67,13.54,0.00,14.07
CARL SCOGGINS MIDDLE,17.76,17.13,25.00,17.44
99999,0.00,0.00,0.00,0.00
TOTAL,14.63,14.44,4.49,14.52
