PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
COLDWATER,22.22,20.51,0.00,21.33
DIRTSELLER,31.87,29.07,0.00,30.51
HAYWOOD,11.69,13.92,0.00,12.82
LYERLY,18.78,14.50,0.00,16.50
TRION,14.57,11.50,0.00,12.93
SUMMERVILLE,16.75,14.07,0.00,15.26
TELOGA,19.64,18.89,0.00,19.27
DIRTTOWN,16.45,17.70,0.00,17.10
SEMINOLE,22.22,24.66,0.00,23.53
SUBLIGNA,25.69,25.56,0.00,25.62
ALPINE,25.13,22.65,0.00,23.79
99999,0.00,0.00,0.00,0.00
CLOUDLAND,30.00,21.35,0.00,24.92
PENNVILLE,16.00,13.02,0.00,14.41
TOTAL,17.85,15.29,0.00,16.47
