PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
EAST MACON 1,8.87,14.29,0.00,11.91
EAST MACON 2,18.36,23.08,0.00,21.06
EAST MACON 3,18.27,20.82,0.00,19.64
EAST MACON 4,17.87,27.66,0.00,23.42
EAST MACON 5,21.62,28.17,0.00,25.09
GODFREY 1,10.62,15.93,0.00,13.54
GODFREY 2,6.72,12.15,0.00,9.37
GODFREY 3,10.33,15.29,0.00,13.18
GODFREY 4,6.16,13.01,0.00,10.13
GODFREY 5,13.95,19.09,0.00,16.92
HAZZARD 1,13.19,18.28,0.00,16.13
HAZZARD 2,18.47,18.05,0.00,18.23
HAZZARD 3,17.19,19.48,0.00,18.47
HAZZARD 4,27.86,26.09,0.00,26.87
HOWARD 1,28.05,26.87,0.00,27.35
HOWARD 2,31.53,29.59,0.00,30.43
HOWARD 3,24.54,24.17,0.00,24.30
HOWARD 4,22.29,25.75,0.00,24.23
HOWARD 5,23.68,24.63,0.00,24.21
HOWARD 6,25.54,25.43,0.00,25.47
HOWARD 7,34.15,34.03,25.00,34.07
RUTLAND 1,24.67,24.38,0.00,24.47
RUTLAND 2,21.28,21.64,33.33,21.49
VINEVILLE 1,18.51,19.81,0.00,19.17
VINEVILLE 2,17.81,18.80,0.00,18.30
VINEVILLE 3,14.04,20.61,0.00,17.77
VINEVILLE 4,15.98,21.11,0.00,18.89
VINEVILLE 5,24.95,23.81,0.00,24.30
VINEVILLE 6,23.45,23.33,0.00,23.34
WARRIOR 1,22.63,21.30,0.00,21.93
WARRIOR 2,26.68,25.79,0.00,26.20
TOTAL,19.70,21.80,1.50,20.84
