AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.550,2.170,0.00,5.950,6.230,3.320,4.740
25-29,3.770,2.270,3.570,0.00,3.390,5.000,2.460,3.960
30-34,5.260,3.140,0.00,0.00,6.380,6.160,4.840,5.350
35-39,0.00,6.090,4.400,0.00,6.670,8.860,6.440,7.870
40-44,4.880,9.430,2.860,0.00,2.780,11.61,5.850,10.10
45-49,9.380,13.92,4.920,0.00,13.33,15.19,9.330,13.97
50-54,3.330,15.79,10.34,0.00,6.060,18.43,8.910,16.44
55-59,10.00,14.82,14.29,50.00,12.00,22.92,11.43,20.12
60-64,7.410,22.76,8.000,0.00,30.77,29.60,15.94,26.92
65-OVER,11.43,25.09,16.67,0.00,9.090,36.14,20.22,33.09
TOTAL,5.040,11.71,5.640,2.560,8.330,19.30,8.420,16.16
