,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,75.0,55.49,75.0,75.0,75.0,56.11,75.0,55.84
1,33.33,58.3,33.33,33.33,33.33,61.92,33.33,60.17
2,75.0,58.26,75.0,75.0,75.0,64.63,75.0,61.69
3,33.33,37.85,33.33,33.33,33.33,44.43,33.33,41.38
4,0.0,35.21,0.0,0.0,0.0,43.59,0.0,39.4
5,0.0,41.45,0.0,0.0,0.0,45.74,0.0,43.59
6,100.0,50.61,100.0,100.0,100.0,50.59,100.0,50.66
7,,59.29,,,,55.04,,57.09
8,50.0,57.84,50.0,50.0,50.0,58.32,50.0,58.08
9,66.67,46.49,66.67,66.67,66.67,49.28,66.67,48.04
10,,51.52,,,,57.07,,54.34
11,0.0,50.65,0.0,0.0,0.0,54.79,0.0,52.87
12,,62.16,,,,65.03,,63.61
13,,58.72,,,,60.41,,59.59
14,100.0,56.69,100.0,100.0,100.0,58.73,100.0,57.77
15,55.56,55.68,55.56,55.56,55.56,57.24,55.56,56.53
16,66.67,55.38,66.67,66.67,66.67,53.61,66.67,54.46
17,,50.14,,,,54.71,,52.36
18,0.0,64.48,0.0,0.0,0.0,67.89,0.0,66.16
19,50.0,58.31,50.0,50.0,50.0,58.46,50.0,58.37
20,20.0,59.96,20.0,20.0,20.0,59.21,20.0,59.52
21,,59.34,,,,62.6,,61.03
22,50.98,54.44,50.98,50.98,50.98,56.58,50.98,55.56
