,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,50.0,47.8,50.0,50.0,50.0,52.14,50.0,50.21
1,0.0,53.53,0.0,0.0,0.0,54.7,0.0,54.08
2,,66.67,,,,66.26,,66.46
3,,56.0,,,,57.64,,56.88
4,,62.37,,,,61.18,,61.71
5,,64.37,,,,69.33,,67.1
6,,58.94,,,,60.11,,59.53
7,0.0,72.22,0.0,0.0,0.0,66.03,0.0,68.87
8,50.0,58.84,50.0,50.0,50.0,59.86,50.0,59.36
9,,53.36,,,,53.67,,53.53
10,50.0,55.26,50.0,50.0,50.0,69.41,50.0,62.77
11,,60.7,,,,62.66,,61.75
12,100.0,70.32,100.0,100.0,100.0,69.68,100.0,70.02
13,100.0,54.44,100.0,100.0,100.0,53.91,100.0,54.17
14,28.57,62.59,28.57,28.57,28.57,60.27,28.57,61.11
15,,63.06,,,,63.11,,63.09
16,,57.14,,,,55.06,,56.05
17,,59.28,,,,65.17,,62.4
18,40.91,57.1,40.91,40.91,40.91,58.59,40.91,57.88
