,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,50.0,59.6,50.0,50.0,50.0,64.71,50.0,62.32
1,33.33,56.67,33.33,33.33,33.33,61.78,33.33,59.26
2,100.0,38.78,100.0,100.0,100.0,52.58,100.0,46.89
3,28.57,52.49,28.57,28.57,28.57,60.33,28.57,56.94
4,0.0,53.22,0.0,0.0,0.0,60.32,0.0,57.12
5,50.0,57.58,50.0,50.0,50.0,64.64,50.0,61.32
6,66.67,58.28,66.67,66.67,66.67,62.6,66.67,60.67
7,,49.49,,,,57.51,,53.68
8,20.0,64.48,20.0,20.0,20.0,71.3,20.0,67.96
9,100.0,55.46,100.0,100.0,100.0,60.58,100.0,58.2
10,50.0,44.97,50.0,50.0,50.0,56.89,50.0,51.68
11,57.14,39.38,57.14,57.14,57.14,50.73,57.14,46.17
12,44.44,55.26,44.44,44.44,44.44,62.88,44.44,59.42
13,0.0,57.51,0.0,0.0,0.0,66.23,0.0,62.18
14,50.0,56.06,50.0,50.0,50.0,65.22,50.0,61.07
15,50.0,60.04,50.0,50.0,50.0,66.25,50.0,63.34
16,45.59,53.53,45.59,45.59,45.59,61.05,45.59,57.66
