,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,63.44,0.0,0.0,0.0,60.5,0.0,61.86
1,,60.74,,,,61.16,,60.96
2,100.0,55.04,100.0,100.0,100.0,54.42,100.0,54.75
3,,63.75,,,,59.93,,61.8
4,66.67,60.95,66.67,66.67,66.67,62.18,66.67,61.61
5,100.0,62.98,100.0,100.0,100.0,62.19,100.0,62.68
6,,64.48,,,,65.59,,65.05
7,100.0,63.01,100.0,100.0,100.0,61.18,100.0,62.17
8,100.0,50.32,100.0,100.0,100.0,53.44,100.0,52.06
9,100.0,51.6,100.0,100.0,100.0,49.7,100.0,50.59
10,100.0,62.17,100.0,100.0,100.0,61.62,100.0,61.92
11,50.0,60.3,50.0,50.0,50.0,58.44,50.0,59.3
12,0.0,46.28,0.0,0.0,0.0,48.2,0.0,47.37
13,25.0,53.22,25.0,25.0,25.0,57.51,25.0,55.53
14,100.0,49.63,100.0,100.0,100.0,50.39,100.0,50.06
15,100.0,50.76,100.0,100.0,100.0,54.65,100.0,53.07
16,60.0,50.72,60.0,60.0,60.0,52.21,60.0,51.58
17,,55.44,,,,54.29,,54.77
18,0.0,41.26,0.0,0.0,0.0,52.09,0.0,47.43
19,,66.67,,,,71.76,,69.24
20,100.0,47.81,100.0,100.0,100.0,44.84,100.0,46.25
21,50.0,56.25,50.0,50.0,50.0,55.13,50.0,55.68
22,0.0,53.47,0.0,0.0,0.0,52.61,0.0,52.98
23,100.0,50.65,100.0,100.0,100.0,52.83,100.0,51.86
24,,40.0,,,,400.0,,100.0
25,59.38,54.94,59.38,59.38,59.38,55.34,59.38,55.16
