,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,50.0,53.94,50.0,50.0,50.0,56.57,50.0,55.29
1,100.0,54.42,100.0,100.0,100.0,57.37,100.0,55.97
2,100.0,56.07,100.0,100.0,100.0,59.08,100.0,57.62
3,100.0,61.63,100.0,100.0,100.0,65.71,100.0,63.78
4,28.57,52.36,28.57,28.57,28.57,53.92,28.57,53.11
5,33.33,57.23,33.33,33.33,33.33,59.41,33.33,58.35
6,100.0,58.05,100.0,100.0,100.0,58.72,100.0,58.47
7,50.0,60.23,50.0,50.0,50.0,63.02,50.0,61.66
8,66.67,54.31,66.67,66.67,66.67,57.6,66.67,56.07
9,50.0,56.03,50.0,50.0,50.0,58.53,50.0,57.32
10,57.14,54.03,57.14,57.14,57.14,57.33,57.14,55.79
11,50.0,50.74,50.0,50.0,50.0,58.18,50.0,54.56
12,33.33,53.58,33.33,33.33,33.33,49.37,33.33,51.37
13,71.43,56.62,71.43,71.43,71.43,54.24,71.43,55.41
14,66.67,49.73,66.67,66.67,66.67,52.95,66.67,51.48
15,33.33,59.35,33.33,33.33,33.33,59.51,33.33,59.39
16,,0.0,,,,0.0,,0.0
17,,0.0,,,,,,0.0
18,58.93,55.14,58.93,58.93,58.93,57.12,58.93,56.18
