,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,25.0,51.86,25.0,25.0,25.0,59.19,25.0,55.8
1,25.0,57.22,25.0,25.0,25.0,56.72,25.0,56.9
2,,57.17,,,,59.07,,58.14
3,100.0,40.24,100.0,100.0,100.0,52.47,100.0,47.82
4,100.0,60.86,100.0,100.0,100.0,59.72,100.0,60.3
5,100.0,64.2,100.0,100.0,100.0,67.11,100.0,65.81
6,20.0,61.81,20.0,20.0,20.0,62.3,20.0,61.98
7,100.0,46.7,100.0,100.0,100.0,59.6,100.0,54.1
8,50.0,60.28,50.0,50.0,50.0,63.46,50.0,62.0
9,0.0,48.45,0.0,0.0,0.0,53.8,0.0,51.32
10,,59.24,,,,62.26,,60.86
11,,60.0,,,,62.58,,61.27
12,,56.7,,,,57.64,,57.22
13,0.0,55.58,0.0,0.0,0.0,54.39,0.0,54.84
14,,61.11,,,,66.34,,63.75
15,0.0,58.54,0.0,0.0,0.0,63.69,0.0,61.19
16,0.0,49.06,0.0,0.0,0.0,56.54,0.0,53.24
17,,48.46,,,,60.39,,55.26
18,33.33,59.76,33.33,33.33,33.33,61.29,33.33,60.61
19,,,,,,0.0,,0.0
20,,0.0,,,,6.25,,3.03
21,41.18,54.99,41.18,41.18,41.18,59.02,41.18,57.22
