COUNTY NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
CATOOSA,33.33,21.99,24.04,0,13.73,16.67,0,28.57,0,0,25,11.86,0,17.39,11.21,60,35.26,39.18,0,28.61,23.44,35.47
CHATTOOGA,0,23.61,21.88,0,12,18.52,0,0,33.33,0,3.7,8,0,27.78,6.25,0,36.47,43.7,0,39.02,31.71,38.16
DADE,0,23,18.24,0,8.33,20,0,50,0,0,15.38,4.55,0,29.41,5.88,0,35.11,37.27,0,17.24,11.54,34.86
FLOYD,100,20.78,17.16,0,11.24,8.89,0,0,25,0,12.86,13.97,0,21.8,12.9,40,42.45,46.7,0,34.94,27.93,40.82
GORDON,0,18.99,17.96,0,12.77,8.77,0,0,30,0,10.47,10.76,0,14.47,8.86,0,37.05,40.91,0,37.4,27.66,37.02
HARALSON,0,23.27,27.08,0,8,20,0,0,28.57,0,25,27.27,0,11.43,23.33,0,42.43,45.35,0,41.9,34.44,42.65
MURRAY,0,19.35,18.58,0,19.57,20,0,16.67,0,0,10.47,10.5,0,25,16.67,50,32.16,36.71,0,17.78,11.11,32.11
PAULDING,23.53,32.89,30.63,0,30.5,29.71,0,17.86,21.43,0,27.67,23.85,0,27.69,24.6,44.44,43.14,44.77,20,47.8,38.40,42.37
PICKENS,0,25,23.2,0,12.5,0,0,0,0,0,30.3,46.15,0,22.22,55.56,0,43.67,45.93,0,13.33,5.26,43.65
POLK,0,29.14,27.61,0,7.14,37.84,0,50,0,0,7.56,11.4,0,18.75,20,0,38.15,42.4,100,38.59,30.93,38.59
WALKER,0,25.58,24.69,0,15.96,19.64,0,0,50,0,11.54,17.19,0,29.55,33.33,0,32.82,35.8,0,30.92,23.59,33.17
TOTAL,23.33,25.36,23.81,0.0,20.53,21.47,0,13.83,22.22,0,15.28,14.12,0.0,21.12,16.78,33.33,38.72,42.23,25.0,41.08,32.91,38.28
