AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,3.85,3.55,0.42,0.00,0.85,4.90,2.25,3.45
25-29,1.67,2.84,0.81,0.00,0.00,3.93,0.47,2.74
30-34,1.67,3.34,1.38,0.00,3.41,4.80,2.44,3.62
35-39,5.77,5.46,0.59,0.00,2.22,6.67,3.16,5.28
40-44,2.94,8.37,1.91,16.67,3.03,11.69,5.36,8.70
45-49,5.71,14.53,3.08,0.00,8.00,17.92,3.90,14.06
50-54,7.32,16.69,6.67,0.00,7.69,23.50,6.42,17.87
55-59,5.71,24.98,3.77,0.00,4.17,28.59,8.00,24.16
60-64,15.00,34.73,2.94,0.00,10.00,33.56,13.24,31.58
65-OVER,10.20,39.16,8.97,0.00,17.24,40.83,9.60,37.87
TOTAL,5.68,13.68,2.28,2.78,3.58,18.97,3.73,13.92
