AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.84,2.13,1.35,5.26,3.83,6.74,4.92,5.94
25-29,4.72,1.00,1.50,18.18,4.23,4.95,3.25,4.46
30-34,4.48,2.98,1.69,11.11,6.40,8.22,4.74,7.35
35-39,6.21,4.36,4.67,28.57,3.55,11.74,7.05,10.54
40-44,6.76,7.84,4.60,14.29,13.08,14.96,8.95,13.69
45-49,10.18,7.58,6.97,18.18,12.50,18.11,10.32,16.63
50-54,9.35,9.43,4.41,50.00,14.63,21.25,12.71,19.71
55-59,9.68,10.08,7.39,0.00,13.19,25.71,14.67,24.02
60-64,9.86,13.85,7.84,20.00,19.18,29.29,20.65,27.78
65-OVER,13.01,17.73,12.03,20.00,24.50,37.65,26.86,36.10
TOTAL,7.72,7.06,4.52,16.87,10.75,19.82,10.93,17.99
