AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.17,1.52,0.74,0.00,0.00,8.04,3.54,4.99
25-29,0.00,2.10,3.90,0.00,0.00,8.43,2.41,5.71
30-34,7.69,3.03,4.88,0.00,0.00,13.79,11.86,9.81
35-39,0.00,4.42,2.70,0.00,0.00,17.86,13.04,12.85
40-44,0.00,9.30,5.13,0.00,14.29,22.04,10.00,17.34
45-49,7.14,9.44,3.33,0.00,25.00,24.83,14.29,19.51
50-54,10.00,14.06,0.00,0.00,0.00,28.65,8.70,23.28
55-59,0.00,17.72,5.00,0.00,27.27,32.75,8.51,27.68
60-64,0.00,19.50,0.00,0.00,0.00,37.53,7.89,31.84
65-OVER,7.69,23.58,12.50,0.00,40.91,41.68,7.55,37.78
TOTAL,3.92,9.86,3.00,0.00,12.50,26.45,7.72,20.55
