AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.92,5.53,2.29,7.14,5.10,7.40,3.89,5.66
25-29,1.60,5.60,2.11,9.09,4.21,5.68,4.80,5.42
30-34,2.54,10.06,3.30,0.00,4.44,9.75,6.14,9.27
35-39,5.13,15.68,3.40,0.00,7.83,13.95,9.80,14.23
40-44,7.94,21.95,6.87,0.00,15.69,18.31,12.08,19.53
45-49,11.11,26.65,10.38,0.00,13.16,22.17,15.89,23.95
50-54,13.58,32.53,7.22,25.00,12.20,26.49,18.17,28.83
55-59,16.67,39.10,9.91,0.00,23.81,30.30,19.78,34.01
60-64,8.97,45.54,16.87,0.00,20.90,39.51,23.42,41.19
65-OVER,17.58,50.75,14.53,10.00,25.18,43.95,28.54,45.50
TOTAL,8.54,24.78,6.24,6.67,10.96,25.65,11.96,23.51
