AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,4.17,0.00,0.00,10.00,8.76,3.77,6.89
25-29,0.00,5.02,0.00,0.00,33.33,9.12,21.88,8.32
30-34,0.00,11.11,0.00,0.00,0.00,14.26,3.45,12.96
35-39,0.00,8.67,0.00,0.00,0.00,17.11,3.85,14.27
40-44,0.00,11.67,16.67,0.00,0.00,18.40,5.56,16.35
45-49,33.33,13.13,0.00,0.00,0.00,20.78,22.22,18.61
50-54,0.00,10.99,0.00,0.00,0.00,23.05,10.00,19.36
55-59,50.00,16.07,0.00,0.00,25.00,26.66,10.53,23.38
60-64,25.00,19.70,0.00,0.00,0.00,33.33,11.11,29.67
65-OVER,0.00,21.80,0.00,0.00,0.00,35.47,11.54,32.65
TOTAL,11.54,12.65,2.50,0.00,12.00,23.65,9.65,20.39
