AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,2.84,2.29,0.0,2.58,2.44,0.0,0.0,0.0,0.0,0.6,0.86,0.0,1.32,0.7,11.76,4.63,5.42,4.55,2.6,2.35,3.17
25-29,0.0,2.09,2.12,0.0,2.03,1.63,0.0,0.0,7.14,0.0,0.54,1.04,0.0,1.21,1.64,15.38,2.74,3.46,0.0,2.88,2.03,2.58
30-34,3.7,4.03,3.55,0.0,2.75,2.12,0.0,21.05,0.0,0.0,0.84,1.23,0.0,1.63,2.53,0.0,4.06,4.82,0.0,5.85,3.59,4.38
35-39,0.0,6.12,4.85,0.0,3.41,3.68,0.0,0.0,12.5,0.0,2.95,3.01,0.0,2.34,2.7,0.0,6.51,7.03,10.0,8.91,5.8,6.7
40-44,6.25,7.86,5.05,0.0,5.17,4.52,0.0,0.0,8.33,0.0,4.67,4.37,33.33,3.5,3.18,0.0,9.14,9.65,0.0,11.57,8.25,8.94
45-49,0.0,8.56,8.62,0.0,7.82,6.12,0.0,0.0,0.0,0.0,5.25,5.5,0.0,4.08,4.15,12.5,13.4,13.02,0.0,13.47,10.06,11.65
50-54,10.0,11.86,8.38,0.0,9.66,7.92,0.0,0.0,25.0,0.0,4.8,6.18,0.0,5.18,3.67,14.29,16.86,17.36,0.0,16.98,11.82,14.85
55-59,13.33,13.57,10.73,0.0,12.16,11.94,0.0,0.0,0.0,0.0,6.53,9.6,0.0,3.63,3.33,16.67,21.08,22.46,14.29,22.71,15.53,19.34
60-64,0.0,17.28,15.24,0.0,16.67,8.85,0.0,25.0,0.0,0.0,6.88,12.74,0.0,6.14,6.59,66.67,27.44,28.8,25.0,32.47,24.45,26.92
65-OVER,17.86,24.13,24.96,0.0,15.89,18.51,0.0,0.0,0.0,0.0,7.8,10.57,0.0,8.24,8.57,30.0,32.46,39.45,20.0,36.75,35.24,34.22
TOTAL,4.56,8.78,7.45,0.0,6.25,5.97,0.0,4.8,5.15,0.0,3.04,3.98,4.35,3.29,3.43,13.64,15.69,16.96,6.82,15.08,11.28,13.47
