AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.98,0.00,0.00,0.00,6.74,5.56,5.97
25-29,0.00,0.00,0.00,0.00,0.00,5.49,12.12,5.10
30-34,0.00,1.33,0.00,0.00,0.00,8.62,6.45,7.66
35-39,0.00,1.45,0.00,0.00,0.00,13.52,2.86,11.83
40-44,0.00,2.56,0.00,0.00,0.00,13.55,6.45,12.17
45-49,16.67,4.35,0.00,0.00,0.00,22.86,4.00,20.97
50-54,0.00,2.25,0.00,0.00,0.00,18.03,10.34,16.43
55-59,22.22,4.00,0.00,0.00,0.00,19.98,0.00,18.44
60-64,0.00,2.60,0.00,0.00,0.00,26.28,12.50,24.00
65-OVER,0.00,16.30,0.00,0.00,25.00,31.93,18.42,30.91
TOTAL,5.00,4.32,0.00,0.00,3.57,19.92,8.15,18.25
