AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.43,1.12,1.20,16.67,0.00,3.43,2.23,2.17
25-29,0.00,1.42,0.94,0.00,0.83,3.66,0.64,2.47
30-34,4.76,2.46,0.00,0.00,0.00,6.01,2.09,4.34
35-39,4.88,3.28,1.33,0.00,3.39,9.27,1.01,6.51
40-44,10.20,5.55,3.77,0.00,7.55,12.45,4.02,9.64
45-49,6.38,8.28,1.33,0.00,10.64,14.11,4.15,11.50
50-54,2.22,12.38,2.04,0.00,12.77,16.21,5.53,14.25
55-59,9.80,14.30,5.71,25.00,7.14,21.45,9.45,18.41
60-64,8.57,21.39,3.85,0.00,10.81,28.31,7.50,24.97
65-OVER,20.63,23.14,1.61,0.00,13.33,33.37,12.38,30.06
TOTAL,7.00,8.38,1.63,6.52,4.43,16.70,3.79,12.86
