AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.10,1.89,0.00,0.00,7.96,7.00,7.40
25-29,0.00,1.33,0.00,0.00,10.00,5.42,6.59,5.22
30-34,0.00,7.59,10.00,0.00,12.50,10.31,6.47,9.70
35-39,16.67,7.14,0.00,0.00,0.00,11.55,8.11,10.78
40-44,0.00,3.53,17.86,0.00,5.56,13.81,10.36,12.97
45-49,2.86,5.56,12.00,0.00,10.53,18.30,8.42,16.69
50-54,1.69,13.21,10.71,0.00,8.33,23.25,12.06,21.55
55-59,6.06,17.59,5.88,0.00,6.67,28.08,11.63,26.43
60-64,14.81,21.36,15.79,0.00,0.00,36.96,18.57,34.92
65-OVER,8.57,17.86,0.00,0.00,15.38,45.19,24.83,43.01
TOTAL,4.18,11.03,6.90,0.00,6.49,22.85,10.27,20.95
