PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,20.94,18.64,0.00,19.64
02,3.270,2.550,0.00,2.840
03,5.620,4.980,0.00,5.250
04,0.190,0.650,0.00,0.460
05,6.820,6.590,0.00,6.680
06,6.260,4.680,0.00,5.380
07,11.20,10.10,0.00,10.62
08,10.70,9.990,0.00,10.33
09,9.080,8.140,0.00,8.570
10,11.84,8.680,0.00,10.14
11,10.20,9.290,0.00,9.700
12,6.980,6.750,0.00,6.840
13,9.080,8.640,0.00,8.840
15,3.490,2.760,0.00,3.090
16,15.52,15.49,0.00,15.50
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,9.120,7.950,0.00,8.470
