AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.50,0.00,1.02,0.00,0.00,4.52,1.18,2.60
25-29,3.23,0.20,0.00,0.00,1.82,3.61,1.93,2.28
30-34,3.03,0.08,1.56,0.00,0.00,6.14,4.45,4.11
35-39,0.00,0.37,0.00,0.00,0.00,7.13,3.46,4.74
40-44,3.45,0.32,0.00,0.00,0.00,8.45,6.84,6.17
45-49,2.86,0.52,1.25,0.00,3.45,10.58,4.70,7.66
50-54,0.00,0.36,2.50,0.00,3.03,12.05,3.50,8.41
55-59,3.45,0.72,3.23,0.00,7.50,17.10,7.02,12.55
60-64,5.26,1.03,0.00,0.00,6.67,21.36,10.79,16.89
65-OVER,10.87,0.87,5.80,0.00,8.06,27.24,17.25,22.98
TOTAL,3.63,0.45,1.58,0.00,2.94,15.90,6.60,11.44
