PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
TARBORO,0.00,0.00,0.00,0.00
WAVERLY,0.00,0.00,0.00,0.00
WOODBINE,0.00,0.00,0.00,0.00
BROWNTOWN,0.28,1.67,0.00,0.98
HARRIETTS BLUFF,0.00,0.00,0.00,0.00
WEST KINGSLAND,0.72,0.41,0.00,0.55
NORTH KINGSLAND,0.00,0.14,0.00,0.08
KINGSLAND,0.40,0.79,0.00,0.62
EAST KINGSLAND,0.00,0.00,0.00,0.00
NORTH ST MARYS,0.00,0.00,0.00,0.00
MARY LEE CLARK,0.00,0.00,0.00,0.00
SOUTH ST MARYS,0.00,0.00,0.00,0.00
MUSH BLUFF,0.00,0.00,0.00,0.00
WEST SAINT MARYS,0.00,0.00,0.00,0.00
TOTAL,0.09,0.13,0.00,0.11
