PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1A,0.00,0.00,0.00,0.00
GAINES SCHOOL,0.00,0.00,0.00,0.00
WHIT DAVIS SCHOOL,0.00,0.00,0.00,0.00
1D,0.00,0.00,0.00,0.00
2A,0.00,0.00,0.00,0.00
2B,0.00,0.00,0.00,0.00
3A,0.00,0.00,0.00,0.00
3B,0.00,0.00,0.00,0.00
4A,0.00,0.00,0.00,0.00
4B,0.00,0.00,0.00,0.00
5A,0.00,0.00,0.00,0.00
5B,0.00,0.00,0.00,0.00
5C,0.00,0.00,0.00,0.00
5D,0.00,0.00,0.00,0.00
6A,0.00,0.00,0.00,0.00
GEORGIA SQUARE MALL,0.00,0.00,0.00,0.00
6C,0.00,0.00,0.00,0.00
6D,0.00,0.00,0.00,0.00
TIMOTHY ELEMENTARY,0.00,0.00,0.00,0.00
7B,0.00,0.00,0.00,0.00
7C,0.00,0.00,0.00,0.00
88888,0.00,0.00,0.00,0.00
8A,0.00,0.00,0.00,0.00
8B,0.00,0.00,0.00,0.00
8C,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,0.00,0.00,0.00,0.00
