PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
CITY POND,6.30,8.30,0.00,7.46
TOWN,7.59,9.88,0.00,8.96
ALMON,4.46,7.06,0.00,5.92
ALCOVY,16.91,13.93,0.00,15.24
COVINGTON MILLS,11.01,11.27,0.00,11.16
BREWERS,2.28,3.04,0.00,2.67
BRICK STORE,2.37,3.17,0.00,2.79
CEDAR SHOALS,4.35,5.46,0.00,4.98
LIVINGSTON,5.17,8.19,0.00,6.82
DOWNS,2.42,3.23,0.00,2.85
GUM CREEK,4.90,4.18,0.00,4.52
BEAVERDAM,5.46,6.61,0.00,6.09
LEGUINN,14.29,12.82,0.00,13.51
MANSFIELD,1.86,1.42,0.00,1.63
NEWBORN,1.17,2.23,0.00,1.72
OXFORD,13.02,12.91,0.00,12.96
ROCKY PLAINS,2.03,2.07,0.00,2.05
BUCK CREEK,3.31,3.87,0.00,3.61
STANSELLS,3.08,4.43,0.00,3.83
FAIRVIEW,2.30,4.62,0.00,3.74
CROWELL,4.24,6.46,0.00,5.59
HUB,6.77,7.07,0.00,6.92
TOTAL,5.59,6.52,0.00,6.11
