PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,14.29,100.0,0.00,25.00
99999,0.00,0.00,0.00,0.00
AA,12.53,16.46,0.00,14.67
AB,2.550,3.210,0.00,2.880
AD,0.760,0.700,0.00,0.730
AE,21.22,25.86,0.00,23.83
AF,2.850,5.730,0.00,4.450
AG,10.67,9.610,0.00,10.11
AH,6.710,5.050,0.00,5.790
AI,6.560,8.800,0.00,7.860
BB,2.500,4.020,0.00,3.330
BC,2.040,1.490,0.00,1.770
BD,2.780,3.640,0.00,3.250
BE,1.720,2.670,0.00,2.200
BF,2.640,4.470,0.00,3.650
BG,2.320,1.950,0.00,2.120
BH,7.390,8.080,0.00,7.770
BI,3.940,3.770,0.00,3.860
BJ,6.230,9.510,0.00,8.030
BL,4.430,5.520,0.00,5.030
BM,3.370,5.190,0.00,4.400
BR,1.970,3.950,0.00,2.940
CA,5.640,7.270,0.00,6.560
CB,4.830,7.590,0.00,6.380
CC,2.540,3.570,0.00,3.120
CD,2.940,6.160,0.00,4.800
CE,3.070,2.110,0.00,2.630
CF,8.730,10.95,0.00,10.04
CG,6.030,8.720,0.00,7.600
CH,0.680,0.510,0.00,0.580
CI,5.220,6.150,0.00,5.760
CJ,2.330,2.830,0.00,2.620
CK,2.580,4.300,0.00,3.550
CL,4.900,9.400,0.00,7.420
CM,3.630,4.580,0.00,4.190
CO,3.030,1.910,0.00,2.450
CP,6.320,7.490,0.00,6.970
CQ,1.960,3.420,0.00,2.790
CR,3.330,4.800,0.00,4.180
CS,3.390,4.050,0.00,3.760
CT,1.460,1.220,0.00,1.340
CU,3.170,3.490,0.00,3.340
CV,3.980,4.810,0.00,4.440
CW,3.810,4.010,0.00,3.920
CZ,2.730,2.580,0.00,2.650
DA,0.640,0.900,0.00,0.770
DB,3.790,4.510,0.00,4.160
DC,1.420,1.730,0.00,1.570
DE,8.360,12.86,0.00,10.81
DF,0.390,0.290,0.00,0.340
DG,0.550,0.500,0.00,0.520
DH,1.610,2.210,0.00,1.930
DI,0.680,0.310,0.00,0.480
EA,2.550,3.930,0.00,3.310
EC,4.670,5.910,0.00,5.320
EE,2.500,2.840,0.00,2.680
EF,4.660,4.800,0.00,4.740
EG,1.880,1.490,0.00,1.670
ER,1.150,0.610,0.00,0.820
FA,2.830,5.360,0.00,4.370
FB,3.910,5.170,0.00,4.560
FC,2.820,6.080,0.00,4.680
FE,8.770,9.820,0.00,9.380
FG,7.970,12.68,0.00,10.86
FJ,3.730,7.250,0.00,5.670
FK,4.040,6.070,0.00,5.210
FL,1.760,5.180,0.00,3.840
FM,6.190,9.020,0.00,7.780
GA,4.450,4.750,0.00,4.640
GB,3.570,7.030,0.00,5.470
GC,2.680,4.090,0.00,3.460
GD,0.430,0.610,0.00,0.530
GF,2.780,4.420,0.00,3.770
HA,6.320,9.180,0.00,7.940
HB,2.420,2.590,0.00,2.510
HC,8.430,6.740,0.00,7.520
HF,2.120,1.760,0.00,1.920
HG,5.510,5.170,0.00,5.340
HH,2.430,5.520,0.00,4.210
HI,1.370,1.400,0.00,1.390
IA,5.930,7.450,0.00,6.780
IB,4.890,6.230,0.00,5.570
JA,1.810,2.000,0.00,1.910
JB,7.470,8.390,0.00,7.950
KA,4.840,6.920,0.00,6.030
KB,1.080,0.830,0.00,0.940
KC,7.950,12.61,0.00,10.48
KD,5.760,6.330,0.00,6.080
KE,2.640,4.740,0.00,3.840
KG,9.310,7.800,0.00,8.510
LA,2.960,4.160,0.00,3.570
LB,4.170,3.780,0.00,3.960
LC,1.610,1.340,0.00,1.480
LD,6.020,6.990,0.00,6.610
LE,1.880,1.480,0.00,1.660
LH,1.950,4.730,0.00,3.580
LV,8.430,8.680,0.00,8.560
MA,7.690,10.57,0.00,9.310
MB,1.820,3.890,0.00,2.920
MC,2.600,4.390,0.00,3.690
MD,2.500,6.080,0.00,4.460
ME,6.000,8.480,0.00,7.370
MF,6.770,10.38,0.00,8.880
MG,2.940,4.330,0.00,3.730
MH,9.730,9.850,0.00,9.790
MI,1.720,3.020,0.00,2.500
MJ,0.680,0.670,0.00,0.680
MK,5.550,8.570,0.00,7.220
