PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
101,0.00,0.00,0.00,0.00
102,0.00,0.00,0.00,0.00
103,0.00,0.00,0.00,0.00
104,3.900,3.470,0.00,3.650
105,5.270,4.840,0.00,5.020
106,3.060,2.380,0.00,2.680
107,0.00,0.040,0.00,0.020
108,5.830,4.850,0.00,5.300
109,11.09,8.040,0.00,9.400
110,0.00,0.00,0.00,0.00
111,0.00,0.00,0.00,0.00
112,0.00,0.00,0.00,0.00
113,0.00,0.00,0.00,0.00
114,0.00,0.00,0.00,0.00
115,0.00,0.00,0.00,0.00
116,0.00,0.00,0.00,0.00
117,0.00,0.00,0.00,0.00
118,1.340,1.280,0.00,1.310
119,4.730,3.930,0.00,4.280
120,0.00,0.00,0.00,0.00
121,0.00,0.00,0.00,0.00
122,0.00,0.00,0.00,0.00
124,3.370,3.120,0.00,3.230
125,0.00,0.00,0.00,0.00
126,0.080,0.00,0.00,0.030
127,0.00,0.00,0.00,0.00
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,1.300,1.030,0.00,1.140
