PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
LOCKHART,1.81,1.54,0.00,1.66
EMIT,12.80,12.75,0.00,12.76
STATESBORO,7.82,7.35,0.00,7.56
PORTAL,2.97,2.17,0.00,2.54
FAIR,14.81,14.32,0.00,14.55
CHURCH,10.11,9.80,0.00,9.93
PITTMAN PARK,4.59,4.81,0.00,4.70
LEEFIELD,18.35,16.67,0.00,17.44
BLITCH,26.82,25.23,0.00,26.00
HAGIN,14.90,12.88,0.00,13.81
BROOKLET,15.22,16.63,0.00,15.97
STILSON,11.33,12.51,0.00,11.94
BAY,11.52,12.90,0.00,12.24
NEVILS,15.11,14.58,0.00,14.83
SINKHOLE,18.96,17.45,0.00,18.16
REGISTER,6.11,5.13,100.0,5.69
99999,0.00,0.00,0.00,0.00
TOTAL,10.99,10.71,6.67,10.84
