PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
ODUM,28.24,25.69,0.00,26.86
MADRAY SPRINGS,24.63,22.83,0.00,23.64
OGLETHORPE,21.30,20.24,0.00,20.74
SCREVEN,16.40,14.83,0.00,15.57
RITCH,17.09,12.35,0.00,14.69
EMPIRE,22.60,23.12,0.00,22.87
RED HILL,11.64,13.32,0.00,12.51
ALTAMAHA,14.86,12.36,0.00,13.48
GARDI,24.82,27.76,0.00,26.39
MT PLEASANT,21.05,15.15,0.00,17.98
VFW,4.29,4.53,0.00,4.44
PINE STREET,19.22,16.01,0.00,17.37
UNITY,20.76,19.88,0.00,20.26
REC CENTER,20.18,19.85,0.00,19.99
EAST JESUP,14.52,19.75,0.00,17.48
88888,0.00,0.00,0.00,0.00
TOTAL,18.80,17.18,0.00,17.90
