PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
SENOIA,8.08,6.66,0.00,7.32
MORELAND,14.40,12.08,0.00,13.18
PINE ROAD,14.00,10.90,0.00,12.37
DRESDEN,15.45,11.88,0.00,13.57
NEWNAN,8.75,6.76,0.00,7.56
SHARPSBURG,10.60,9.32,16.67,9.95
FISCHER ROAD,9.30,8.58,33.33,8.95
CEDAR CREEK,13.38,11.08,0.00,12.18
GRANTVILLE,6.54,6.07,0.00,6.28
HARALSON,9.48,8.39,0.00,8.90
WELCOME,10.52,9.62,0.00,10.04
PANTHER CREEK,11.26,8.81,0.00,9.95
RAYMOND,11.62,11.24,0.00,11.42
TURIN,10.92,8.76,0.00,9.77
SMOKEY ROAD,8.65,7.52,0.00,8.02
TURKEY CREEK,5.05,2.67,0.00,3.69
CENTRAL,1.09,0.97,0.00,1.02
ARTS CENTRE,9.96,8.94,0.00,9.40
GREENTOP,13.69,11.68,0.00,12.56
EXPO CENTER,21.14,17.51,100.0,19.21
WHITE OAK,9.02,8.62,0.00,8.80
MADRAS,8.87,7.68,0.00,8.24
CANNONGATE,11.39,10.45,0.00,10.87
WESTSIDE,4.69,4.01,0.00,4.30
NORTHSIDE,15.84,14.42,100.0,15.13
THOMAS CROSSROADS,11.53,10.53,0.00,11.01
COWETA CENTRAL,15.60,13.29,0.00,14.40
JEFFERSON PARKWAY,3.31,3.39,0.00,3.35
TOTAL,10.03,8.56,4.30,9.24
