PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
BARWICK,0.00,0.00,0.00,0.00
BOSTON,0.00,0.00,0.00,0.00
CENTRAL,0.00,0.00,0.00,0.00
COOLIDGE,0.00,0.00,0.00,0.00
DOUGLASS,0.00,0.00,0.00,0.00
ELLABELLE,0.00,0.00,0.00,0.00
FIRE STATION #2,0.00,0.00,0.00,0.00
GATLIN CREEK,0.00,0.00,0.00,0.00
HARPER,0.00,0.00,0.00,0.00
JERGER,0.00,0.00,0.00,0.00
MEIGS,0.00,0.00,0.00,0.00
MERRILVILLE,0.00,0.00,0.00,0.00
METCALFE,0.00,0.00,0.00,0.00
NEW COVENANT,0.00,0.00,0.00,0.00
OCHLOCKNEE,0.00,0.00,0.00,0.00
PATTEN,0.00,0.00,0.00,0.00
PAVO,0.00,0.00,0.00,0.00
REMINGTON ESC,0.00,0.00,0.00,0.00
RESOURCE CENTER,0.00,0.00,0.00,0.00
SCOTT,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
TOTAL,0.00,0.00,0.00,0.00
