PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
STERLING ELEMENTARY,10.39,8.28,0.00,9.27
MARSHES OF GLYNN,6.49,6.60,0.00,6.55
SATILLA MARSH SCHOOL,10.07,8.97,0.00,9.50
GLYNDALE SCHOOL,12.11,11.33,0.00,11.69
CHRISTIAN RENEWAL,27.63,25.38,0.00,26.37
OGLETHORPE POINT,31.24,28.47,0.00,29.75
ST WILLIAMS CHURCH,25.72,25.26,0.00,25.45
FIRST BAPTIST,27.53,25.28,66.67,26.31
JEKYLL ISLAND,14.56,11.14,0.00,12.68
STERLING CH. OF GOD,5.50,4.32,0.00,4.85
SE BAPTIST BLDG,8.67,6.27,0.00,7.31
CAREER ACADEMY,8.19,7.39,0.00,7.76
C B GREER SCHOOL,5.94,5.90,0.00,5.91
BALLARD COMPLEX,7.03,6.54,0.00,6.73
NORTHSIDE CHURCH,4.45,3.62,0.00,3.98
ABUNDANT LIFE,5.00,3.66,0.00,4.22
COLLEGE PLACE,9.63,6.31,0.00,7.68
HOWARD COFFIN PARK,5.71,4.47,0.00,5.00
BURROUGHS MOLETTE,0.63,0.42,0.00,0.50
SELDEN PARK,2.33,1.05,0.00,1.57
88888,0.00,inf00,0.00,100.0
99999,0.00,0.00,0.00,0.00
TOTAL,12.37,10.71,4.65,11.44
