PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01,9.690,7.640,0.00,8.550
02,18.95,16.77,0.00,17.83
03,10.70,12.81,0.00,11.84
04,10.72,9.390,0.00,9.930
05,10.67,9.520,0.00,10.00
06,10.72,9.610,0.00,10.12
07,6.710,6.200,0.00,6.430
08,7.780,8.270,0.00,8.040
09,11.74,11.12,0.00,11.40
10,6.110,5.530,0.00,5.800
11,11.49,11.59,0.00,11.52
12,14.50,15.35,0.00,14.93
13,14.68,12.77,0.00,13.70
14,11.10,10.85,0.00,10.96
15,20.70,18.42,0.00,19.53
16,10.56,10.75,0.00,10.65
17,12.79,10.55,0.00,11.62
18,7.010,5.380,0.00,6.140
19,14.17,11.96,0.00,12.97
20,11.84,12.36,0.00,12.13
21,9.130,7.520,0.00,8.220
22,12.72,12.52,0.00,12.61
23,8.970,10.50,0.00,9.790
24,12.83,12.35,0.00,12.57
25,17.33,14.49,0.00,15.82
26,9.710,7.800,0.00,8.680
27,15.07,13.23,0.00,14.11
28,9.940,10.73,0.00,10.35
29,8.150,8.310,0.00,8.230
30,12.35,10.11,0.00,11.15
31,10.44,10.77,0.00,10.60
32,10.82,9.960,0.00,10.35
33,12.44,12.33,0.00,12.37
34,9.740,8.490,16.67,9.100
35,12.05,10.59,0.00,11.24
36,14.43,13.32,0.00,13.86
99999,0.00,0.00,0.00,0.00
TOTAL,11.38,10.44,1.220,10.87
