AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,4.88,12.50,0.00,4.76,2.02,4.15
25-29,0.00,0.00,4.76,0.00,10.00,3.81,0.90,3.41
30-34,16.67,0.00,0.00,0.00,0.00,4.35,2.22,4.09
35-39,0.00,0.00,11.11,0.00,10.00,6.10,2.11,5.80
40-44,0.00,0.00,0.00,50.00,0.00,10.45,1.14,9.59
45-49,16.67,9.09,0.00,0.00,0.00,15.31,6.86,14.56
50-54,16.67,0.00,20.00,25.00,0.00,19.73,6.73,18.77
55-59,16.67,0.00,9.09,0.00,50.00,23.13,13.51,22.31
60-64,0.00,0.00,0.00,0.00,0.00,23.86,10.53,22.80
65-OVER,10.00,14.29,22.22,33.33,0.00,32.42,16.98,31.67
TOTAL,7.79,3.59,7.58,16.00,5.97,19.26,5.96,18.00
