AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,2.32,0.83,1.15,2.41,1.75,4.90,2.08,2.26
25-29,1.24,0.77,1.50,0.00,1.46,2.94,1.45,1.67
30-34,1.90,1.49,1.73,2.22,1.92,3.95,2.19,2.51
35-39,3.32,2.41,2.48,1.39,2.18,5.33,3.39,3.55
40-44,3.49,3.66,3.07,1.45,3.70,7.77,4.18,5.12
45-49,4.79,4.90,5.80,2.99,5.33,10.58,5.27,7.20
50-54,6.05,5.32,5.96,8.82,7.16,14.43,6.86,9.49
55-59,6.04,7.05,4.32,0.00,10.33,18.96,7.47,12.51
60-64,5.50,9.79,6.28,3.33,12.36,23.38,9.37,15.88
65-OVER,8.00,14.70,8.04,5.45,11.48,30.88,14.08,22.27
TOTAL,3.92,4.99,3.14,2.33,4.76,14.00,5.21,8.43
